1516171659019157506,1516110338768646144,2022-04-18 17:47:47 EDT,2022-04-18,17:47:47,-0400,760721497,pokoknyaaco,Ali,,"@delettubbies Kalo ga keluar negeri kayanya ngga deh. Tapi kalo keluar negeri, ada negara yang ngitung 3x astra/sinovac = 2x vaksin lain. Jadi baru fully vaccinated itungannya, belum booster.   Tapi itu bacanya juga udah lama sih, belum cek yang terbaru gimana.",in,[],[],[],0,0,0,[],[],https://twitter.com/pokoknyaaco/status/1516171659019157506,False,,0,,Philippines,,,,,,"[{'screen_name': 'delettubbies', 'name': 'dele \U0001fae0', 'id': '1379759668596121600'}]",,,,
1516168334227632128,1516168334227632128,2022-04-18 17:34:34 EDT,2022-04-18,17:34:34,-0400,528442953,onalshineon,Zainal Mochidin | Sinovac 2 Dosis,,Hahahaha... Kapook lu pada!,tl,[],[],[],0,0,0,[],[],https://twitter.com/OnalShineOn/status/1516168334227632128,False,https://twitter.com/txtdrbekasi/status/1515791576869785600,0,,Philippines,,,,,,[],,,,
1516162625389969411,1516162625389969411,2022-04-18 17:11:53 EDT,2022-04-18,17:11:53,-0400,1366407774712696836,ilpyo_,Dian | Sinovac x AstraZeneca💉,,Twenty Five Twenty One has been finished.,en,[],[],[],0,0,0,[],[],https://twitter.com/ilpyo_/status/1516162625389969411,False,,0,,Philippines,,,,,,[],,,,
1516128190611132418,1516128190611132418,2022-04-18 14:55:03 EDT,2022-04-18,14:55:03,-0400,153387308,agra3479,Agraprana,,"Cao Xiaobin, manajer senior urusan pemerintah dari pusat Beijing Sinovac Biological Products Co., Ltd., yang juga pernah meneliti HIV, meninggal dunia akibat penyebab tak jelas, tertera ""penyembuhan yang tidak efektif"" dan akan dimakamkan di taman pemakaman pahlawan Babaoshan  https://t.co/a3vxczne7K",in,[],[],"['https://pbs.twimg.com/media/FQpeiyEVcAQBEaN.jpg', 'https://pbs.twimg.com/media/FQpejbzVQAYzwAx.jpg']",1,0,0,[],[],https://twitter.com/Agra3479/status/1516128190611132418,False,,1,https://pbs.twimg.com/media/FQpeiyEVcAQBEaN.jpg,Philippines,,,,,,[],,,,
1516112200217554945,1515978491220611072,2022-04-18 13:51:31 EDT,2022-04-18,13:51:31,-0400,1053849593757151232,dafafaday,2 × Sinovac + Astra Zeneca,,@BDM_94 @_falsememories_ Aku yakin dan aku percaya bahwa meme atau pun media dakwah lain. Bila digunakan dengan tepat guna. Insha Allah akan Menyenangkan dan Bil Hikmah,in,[],[],[],0,0,1,[],[],https://twitter.com/Dafafaday/status/1516112200217554945,False,,0,,Philippines,,,,,,"[{'screen_name': 'BDM_94', 'name': 'budiman aziseno', 'id': '1486219478140878849'}, {'screen_name': '_falsememories_', 'name': 'last night I dreamt of you', 'id': '1502742426'}]",,,,
1516109144423497733,1515007007971229697,2022-04-18 13:39:22 EDT,2022-04-18,13:39:22,-0400,1163445774849466371,asian21century,An tu,,@pradip1951 @AnilSha46720964 @globaltimesnews @China_Arms @ShangHw @SpokespersonCHN @China_Amb_India @Sinovac @Taiwan_CDC @JackMa @PDChina @ChinaDaily I am Not misleading rather then you have been brainwashed by those Industrial Military complex Funded Media 🗣 You know nothing about it.. Indian fool,en,[],[],[],0,0,0,[],[],https://twitter.com/Asian21Century/status/1516109144423497733,False,,0,,Philippines,,,,,,"[{'screen_name': 'pradip1951', 'name': 'Pradip', 'id': '66702522'}, {'screen_name': 'AnilSha46720964', 'name': 'Anil Sharma', 'id': '1488150152687001602'}, {'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': '49616273'}, {'screen_name': 'China_Arms', 'name': 'China_Arms', 'id': '4667566830'}, {'screen_name': 'ShangHw', 'name': '尚华伟', 'id': '779243505180901376'}, {'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': '1183698123719200768'}, {'screen_name': 'China_Amb_India', 'name': 'Sun Weidong', 'id': '938072041273430017'}, {'screen_name': 'Sinovac', 'name': 'Sinovac Biotech', 'id': '52666548'}, {'screen_name': 'Taiwan_CDC', 'name': 'TaiwanCDC', 'id': '819824721537605632'}, {'screen_name': 'JackMa', 'name': 'Jack Ma', 'id': '1239332857807384576'}, {'screen_name': 'PDChina', 'name': ""People's Daily, China"", 'id': '303862998'}, {'screen_name': 'ChinaDaily', 'name': 'China Daily', 'id': '87775422'}]",,,,
1516108714553479170,1515007007971229697,2022-04-18 13:37:40 EDT,2022-04-18,13:37:40,-0400,1163445774849466371,asian21century,An tu,,@pradip1951 @China_Arms @AnilSha46720964 @globaltimesnews @ShangHw @SpokespersonCHN @China_Amb_India @Sinovac @Taiwan_CDC @JackMa CCP Media Far Better Than Your Fake News And Fake Imagination. You Are Out Of Reality but I am not 😏 I hate fake News....,en,[],[],[],0,0,0,[],[],https://twitter.com/Asian21Century/status/1516108714553479170,False,,0,,Philippines,,,,,,"[{'screen_name': 'pradip1951', 'name': 'Pradip', 'id': '66702522'}, {'screen_name': 'China_Arms', 'name': 'China_Arms', 'id': '4667566830'}, {'screen_name': 'AnilSha46720964', 'name': 'Anil Sharma', 'id': '1488150152687001602'}, {'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': '49616273'}, {'screen_name': 'ShangHw', 'name': '尚华伟', 'id': '779243505180901376'}, {'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': '1183698123719200768'}, {'screen_name': 'China_Amb_India', 'name': 'Sun Weidong', 'id': '938072041273430017'}, {'screen_name': 'Sinovac', 'name': 'Sinovac Biotech', 'id': '52666548'}, {'screen_name': 'Taiwan_CDC', 'name': 'TaiwanCDC', 'id': '819824721537605632'}, {'screen_name': 'JackMa', 'name': 'Jack Ma', 'id': '1239332857807384576'}]",,,,
1516107960228872195,1515007007971229697,2022-04-18 13:34:40 EDT,2022-04-18,13:34:40,-0400,1163445774849466371,asian21century,An tu,,@pradip1951 @China_Arms @AnilSha46720964 @globaltimesnews @ShangHw @SpokespersonCHN @China_Amb_India @Sinovac @Taiwan_CDC @JackMa  https://t.co/dciMfeBNXl,und,[],[],['https://pbs.twimg.com/media/FQpMJloVEAA9m3U.jpg'],0,0,0,[],[],https://twitter.com/Asian21Century/status/1516107960228872195,False,,1,https://pbs.twimg.com/media/FQpMJloVEAA9m3U.jpg,Philippines,,,,,,"[{'screen_name': 'pradip1951', 'name': 'Pradip', 'id': '66702522'}, {'screen_name': 'China_Arms', 'name': 'China_Arms', 'id': '4667566830'}, {'screen_name': 'AnilSha46720964', 'name': 'Anil Sharma', 'id': '1488150152687001602'}, {'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': '49616273'}, {'screen_name': 'ShangHw', 'name': '尚华伟', 'id': '779243505180901376'}, {'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': '1183698123719200768'}, {'screen_name': 'China_Amb_India', 'name': 'Sun Weidong', 'id': '938072041273430017'}, {'screen_name': 'Sinovac', 'name': 'Sinovac Biotech', 'id': '52666548'}, {'screen_name': 'Taiwan_CDC', 'name': 'TaiwanCDC', 'id': '819824721537605632'}]",,,,
1516107865752186883,1515007007971229697,2022-04-18 13:34:17 EDT,2022-04-18,13:34:17,-0400,1163445774849466371,asian21century,An tu,,@pradip1951 @China_Arms @AnilSha46720964 @globaltimesnews @ShangHw @SpokespersonCHN @China_Amb_India @Sinovac @Taiwan_CDC @JackMa  https://t.co/PiCVl8h9oY,und,[],[],['https://pbs.twimg.com/media/FQpMEYqVcAEcxc0.jpg'],0,0,0,[],[],https://twitter.com/Asian21Century/status/1516107865752186883,False,,1,https://pbs.twimg.com/media/FQpMEYqVcAEcxc0.jpg,Philippines,,,,,,"[{'screen_name': 'pradip1951', 'name': 'Pradip', 'id': '66702522'}, {'screen_name': 'China_Arms', 'name': 'China_Arms', 'id': '4667566830'}, {'screen_name': 'AnilSha46720964', 'name': 'Anil Sharma', 'id': '1488150152687001602'}, {'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': '49616273'}, {'screen_name': 'ShangHw', 'name': '尚华伟', 'id': '779243505180901376'}, {'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': '1183698123719200768'}, {'screen_name': 'China_Amb_India', 'name': 'Sun Weidong', 'id': '938072041273430017'}, {'screen_name': 'Sinovac', 'name': 'Sinovac Biotech', 'id': '52666548'}, {'screen_name': 'Taiwan_CDC', 'name': 'TaiwanCDC', 'id': '819824721537605632'}]",,,,
1516107788128186373,1515007007971229697,2022-04-18 13:33:59 EDT,2022-04-18,13:33:59,-0400,1163445774849466371,asian21century,An tu,,@pradip1951 @China_Arms @AnilSha46720964 @globaltimesnews @ShangHw @SpokespersonCHN @China_Amb_India @Sinovac @Taiwan_CDC @JackMa  https://t.co/P6AnQKT261,und,[],[],['https://pbs.twimg.com/media/FQpL_jMUYAMtUGA.jpg'],0,0,0,[],[],https://twitter.com/Asian21Century/status/1516107788128186373,False,,1,https://pbs.twimg.com/media/FQpL_jMUYAMtUGA.jpg,Philippines,,,,,,"[{'screen_name': 'pradip1951', 'name': 'Pradip', 'id': '66702522'}, {'screen_name': 'China_Arms', 'name': 'China_Arms', 'id': '4667566830'}, {'screen_name': 'AnilSha46720964', 'name': 'Anil Sharma', 'id': '1488150152687001602'}, {'screen_name': 'globaltimesnews', 'name': 'Global Times', 'id': '49616273'}, {'screen_name': 'ShangHw', 'name': '尚华伟', 'id': '779243505180901376'}, {'screen_name': 'SpokespersonCHN', 'name': 'Hua Chunying 华春莹', 'id': '1183698123719200768'}, {'screen_name': 'China_Amb_India', 'name': 'Sun Weidong', 'id': '938072041273430017'}, {'screen_name': 'Sinovac', 'name': 'Sinovac Biotech', 'id': '52666548'}, {'screen_name': 'Taiwan_CDC', 'name': 'TaiwanCDC', 'id': '819824721537605632'}]",,,,
